,ClustID,seqCount,avgLen,lenVariance,species,fraser,canaan,balsam,centroid
23,fir85_100068,3,340,1083,CF,0.333333333333333,0.666666666666667,0,FraserFir89697
24,fir85_10007,50,606,55346.69387755102,BCF,0.62,0.26,0.12,FraserFir24370
25,fir85_100076,2,364.5,364.5,CF,0.5,0.5,0,FraserFir95664
26,fir85_100080,6,375,0,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir11945
27,fir85_100081,7,363.857142857143,365.14285714285717,BCF,0.428571428571429,0.285714285714286,0.285714285714286,BalsamFir11977
28,fir85_100085,5,375,0,BCF,0.2,0.6,0.2,BalsamFir33191
29,fir85_100087,14,346.928571428571,986.6868131868132,BCF,0.5,0.214285714285714,0.285714285714286,BalsamFir34515
30,fir85_100089,8,375,0,BCF,0.75,0.125,0.125,BalsamFir39454
31,fir85_100091,4,355.5,1371.0,BF,0.75,0,0.25,BalsamFir41030
32,fir85_100094,3,361,588,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir43805
33,fir85_100096,12,375,0,BCF,0.583333333333333,0.25,0.166666666666667,BalsamFir50243
34,fir85_100108,4,369.75,110.25,BF,0.5,0,0.5,BalsamFir56992
35,fir85_100112,8,359.25,523.9285714285714,BCF,0.375,0.375,0.25,BalsamFir59218
36,fir85_100114,8,374.625,1.125,BCF,0.375,0.375,0.25,BalsamFir60040
37,fir85_100119,23,322.695652173913,386.85770750988144,BCF,0.217391304347826,0.521739130434783,0.260869565217391,BalsamFir63005
38,fir85_10012,8,841.875,134403.26785714287,BCF,0.625,0.125,0.25,FraserFir31685
39,fir85_100121,7,366,237,BCF,0.285714285714286,0.428571428571429,0.285714285714286,BalsamFir63768
40,fir85_100124,3,375,0,BF,0.666666666666667,0,0.333333333333333,BalsamFir63938
41,fir85_10013,7,738.857142857143,227726.14285714287,BCF,0.285714285714286,0.571428571428571,0.142857142857143,FraserFir32696
42,fir85_100133,3,375,0,BF,0.666666666666667,0,0.333333333333333,BalsamFir65360
43,fir85_10014,3,1056,428652,CF,0.666666666666667,0.333333333333333,0,FraserFir34057
44,fir85_10015,3,747,361287,CF,0.333333333333333,0.666666666666667,0,FraserFir34642
45,fir85_100151,2,346.5,1624.5,BF,0.5,0,0.5,BalsamFir71493
46,fir85_100158,2,355.5,760.5,BF,0.5,0,0.5,BalsamFir72140
47,fir85_10017,14,847.928571428571,48211.76373626373,BCF,0.5,0.214285714285714,0.285714285714286,FraserFir40979
48,fir85_100192,4,337.5,1161.0,BCF,0.25,0.5,0.25,BalsamFir77955
49,fir85_1002,20,1399.65,1039000.2394736842,BCF,0.4,0.4,0.2,FraserFir6055
50,fir85_10020,4,644.25,281420.25,CF,0.75,0.25,0,FraserFir45513
51,fir85_100201,3,340,1191,BF,0.333333333333333,0,0.666666666666667,BalsamFir79450
52,fir85_10022,10,554.7,107064.9,BCF,0.3,0.5,0.2,FraserFir46371
53,fir85_10025,4,687.75,254324.25,BF,0.75,0,0.25,FraserFir53184
54,fir85_100287,3,343,1344,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir90781
55,fir85_1003,11,2059.63636363636,1131975.6545454545,BCF,0.363636363636364,0.454545454545455,0.181818181818182,BalsamFir1509
56,fir85_100309,3,335,1209,BF,0.666666666666667,0,0.333333333333333,BalsamFir93226
57,fir85_10034,7,1112.57142857143,120793.28571428571,BCF,0.714285714285714,0.142857142857143,0.142857142857143,FraserFir8357
58,fir85_10035,6,1431,0,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir10421
59,fir85_100358,2,373.5,4.5,BF,0.5,0,0.5,BalsamFir95922
60,fir85_10036,12,1218.5,95943.0,BCF,0.166666666666667,0.666666666666667,0.166666666666667,BalsamFir13476
61,fir85_100364,2,361.5,364.5,BF,0.5,0,0.5,BalsamFir95955
62,fir85_10037,17,1014.17647058824,112094.4044117647,BCF,0.470588235294118,0.294117647058824,0.235294117647059,BalsamFir14194
63,fir85_10038,9,1184.66666666667,238098.25,BCF,0.222222222222222,0.555555555555556,0.222222222222222,BalsamFir14374
64,fir85_10039,10,1022.1,176062.1,BCF,0.6,0.2,0.2,BalsamFir16110
65,fir85_100392,2,375,0,BF,0.5,0,0.5,BalsamFir96082
66,fir85_1004,19,1042.89473684211,795449.210526316,BCF,0.157894736842105,0.421052631578947,0.421052631578947,FraserFir3424
67,fir85_10040,7,1176.85714285714,191750.14285714287,BCF,0.428571428571429,0.285714285714286,0.285714285714286,BalsamFir18379
68,fir85_100401,2,363,288,BF,0.5,0,0.5,BalsamFir96118
69,fir85_10041,7,958.285714285714,223454.57142857142,BCF,0.285714285714286,0.571428571428571,0.142857142857143,BalsamFir19603
70,fir85_10043,7,1106.14285714286,235358.14285714284,BCF,0.428571428571429,0.142857142857143,0.428571428571429,BalsamFir20787
71,fir85_100457,2,352.5,1012.5,BF,0.5,0,0.5,BalsamFir96298
72,fir85_10047,15,723.6,161350.97142857144,BCF,0.533333333333333,0.266666666666667,0.2,BalsamFir26888
73,fir85_10048,5,1015.2,147656.7,BCF,0.6,0.2,0.2,CF151_TRINITY_DN101454_c0_g1_i1
74,fir85_100484,3,331,1488,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir96363
75,fir85_10049,6,641,157387.2,BCF,0.333333333333333,0.5,0.166666666666667,CF165_TRINITY_DN129871_c0_g1_i3
76,fir85_1005,10,1060.5,786324.5,CF,0.8,0.2,0,FraserFir6370
77,fir85_100501,3,354,1323,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir96403
78,fir85_10051,2,1261.5,57460.5,CF,0.5,0.5,0,CF190_TRINITY_DN114646_c1_g2_i1
79,fir85_10052,8,1088.25,110241.64285714286,BCF,0.125,0.75,0.125,CF191_TRINITY_DN86179_c0_g2_i1
80,fir85_10053,21,557.571428571429,113449.75714285714,BCF,0.285714285714286,0.571428571428571,0.142857142857143,FraserFir24971
81,fir85_10054,10,977.4,193271.6,BCF,0.4,0.4,0.2,FraserFir30991
82,fir85_10055,5,789.6,184551.3,BF,0.6,0,0.4,FraserFir35419
83,fir85_100553,5,346.2,259.2,BCF,0.4,0.2,0.4,BalsamFir96555
84,fir85_10056,4,639.75,282806.25,CF,0.75,0.25,0,FraserFir37376
85,fir85_10057,17,632.470588235294,169841.51470588235,BCF,0.352941176470588,0.411764705882353,0.235294117647059,FraserFir37694
86,fir85_10059,16,532.6875,75673.1625,BCF,0.625,0.25,0.125,FraserFir41533
87,fir85_100598,2,337.5,2812.5,BF,0.5,0,0.5,BalsamFir96704
88,fir85_1006,5,1648.8,1556408.7,BF,0.8,0,0.2,FraserFir7556
89,fir85_10060,4,741,236274,CF,0.5,0.5,0,FraserFir44049
90,fir85_100626,5,348.6,834.3000000000001,BCF,0.4,0.4,0.2,BalsamFir96854
91,fir85_100630,3,365,75,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir96899
92,fir85_100640,2,342,2178,BF,0.5,0,0.5,BalsamFir96953
93,fir85_100653,3,375,0,CF,0.333333333333333,0.666666666666667,0,CF143_TRINITY_DN115948_c0_g1_i1
94,fir85_100659,5,360,1125,BCF,0.4,0.4,0.2,CF143_TRINITY_DN41258_c0_g1_i1
95,fir85_100674,2,346.5,1624.5,CF,0.5,0.5,0,CF147_TRINITY_DN75656_c0_g2_i1
96,fir85_100675,3,370,75,CF,0.333333333333333,0.666666666666667,0,CF151_TRINITY_DN103171_c1_g3_i1
97,fir85_100682,2,367.5,112.5,CF,0.5,0.5,0,CF151_TRINITY_DN112042_c0_g1_i1
98,fir85_100686,2,339,2592,CF,0.5,0.5,0,CF151_TRINITY_DN115542_c0_g1_i1
99,fir85_10069,13,835.153846153846,97097.30769230769,BCF,0.307692307692308,0.307692307692308,0.384615384615385,FraserFir57104
100,fir85_1007,7,2822.14285714286,1212932.1428571427,BCF,0.285714285714286,0.285714285714286,0.428571428571429,BalsamFir1826
101,fir85_100704,2,354,882,CF,0.5,0.5,0,CF151_TRINITY_DN70928_c0_g1_i1
102,fir85_100706,3,375,0,CF,0.666666666666667,0.333333333333333,0,CF151_TRINITY_DN78775_c0_g1_i1
103,fir85_100709,2,375,0,CF,0.5,0.5,0,CF151_TRINITY_DN89662_c0_g1_i1
104,fir85_10071,3,992,314697,CF,0.666666666666667,0.333333333333333,0,FraserFir57603
105,fir85_100718,10,323.4,977.6,BCF,0.4,0.4,0.2,CF152_TRINITY_DN98367_c0_g1_i1
106,fir85_100734,2,343.5,1984.5,CF,0.5,0.5,0,CF156_TRINITY_DN122661_c1_g1_i1
107,fir85_10074,18,710.666666666667,114141.05882352941,BCF,0.444444444444444,0.277777777777778,0.277777777777778,FraserFir59217
108,fir85_100746,5,360.6,933.3,BCF,0.2,0.6,0.2,CF160_TRINITY_DN105906_c0_g1_i1
109,fir85_10075,10,549.9,134108.1,BCF,0.5,0.2,0.3,FraserFir59379
110,fir85_100751,5,371.4,64.8,BCF,0.6,0.2,0.2,CF160_TRINITY_DN80340_c0_g1_i1
111,fir85_100752,2,357,648,CF,0.5,0.5,0,CF160_TRINITY_DN81319_c0_g1_i1
112,fir85_100754,4,375,0,CF,0.75,0.25,0,CF160_TRINITY_DN92563_c1_g1_i1
113,fir85_100759,2,375,0,CF,0.5,0.5,0,CF161_TRINITY_DN95556_c0_g1_i2
114,fir85_100760,3,357,243,CF,0.666666666666667,0.333333333333333,0,CF161_TRINITY_DN95771_c1_g4_i3
115,fir85_100762,3,363,432,CF,0.666666666666667,0.333333333333333,0,CF165_TRINITY_DN105314_c0_g1_i1
116,fir85_100764,3,342,837,CF,0.333333333333333,0.666666666666667,0,CF165_TRINITY_DN128650_c0_g1_i1
117,fir85_100767,2,360,450,CF,0.5,0.5,0,CF165_TRINITY_DN135541_c0_g1_i1
118,fir85_10077,6,1428,0,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir10544
119,fir85_100774,3,375,0,CF,0.333333333333333,0.666666666666667,0,CF168_TRINITY_DN117114_c3_g1_i2
120,fir85_10078,8,1158.375,139377.69642857142,BCF,0.5,0.25,0.25,BalsamFir10747
121,fir85_100783,2,375,0,CF,0.5,0.5,0,CF169_TRINITY_DN67365_c0_g1_i1
122,fir85_10079,6,1179.5,76753.5,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir10766
123,fir85_100791,3,358,237,CF,0.333333333333333,0.666666666666667,0,CF170_TRINITY_DN124870_c2_g2_i4
124,fir85_1008,13,1643.30769230769,1530768.2307692308,BCF,0.307692307692308,0.461538461538462,0.230769230769231,BalsamFir1884
125,fir85_10080,14,1049.35714285714,148702.4010989011,BCF,0.142857142857143,0.714285714285714,0.142857142857143,BalsamFir12431
126,fir85_100803,2,370.5,40.5,CF,0.5,0.5,0,CF170_TRINITY_DN138477_c0_g1_i1
127,fir85_100807,2,363,288,CF,0.5,0.5,0,CF170_TRINITY_DN2665_c0_g2_i1
128,fir85_10081,6,1354.5,32413.5,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir1280
129,fir85_10082,13,1206.23076923077,105893.19230769231,BCF,0.384615384615385,0.230769230769231,0.384615384615385,BalsamFir13774
130,fir85_10083,7,1194.85714285714,160724.14285714287,BCF,0.571428571428571,0.142857142857143,0.285714285714286,BalsamFir14235
131,fir85_100837,3,350,741,CF,0.333333333333333,0.666666666666667,0,CF174_TRINITY_DN170141_c0_g1_i1
132,fir85_10084,10,791.1,204460.1,BCF,0.2,0.5,0.3,BalsamFir14780
133,fir85_100840,4,325.5,1131.0,BCF,0.5,0.25,0.25,CF174_TRINITY_DN178936_c0_g1_i2
134,fir85_100841,2,342,2178,CF,0.5,0.5,0,CF174_TRINITY_DN181635_c0_g1_i1
135,fir85_10085,10,1127.4,139371.6,BCF,0.5,0.3,0.2,BalsamFir14800
136,fir85_100851,6,348.5,696.3,CF,0.166666666666667,0.833333333333333,0,CF174_TRINITY_DN193666_c0_g1_i1
137,fir85_10086,7,1404.85714285714,1994.142857142857,BCF,0.285714285714286,0.428571428571429,0.285714285714286,BalsamFir15685
138,fir85_10087,11,1087.36363636364,130441.25454545455,BCF,0.363636363636364,0.454545454545455,0.181818181818182,BalsamFir16116
139,fir85_100877,6,348,576,BCF,0.166666666666667,0.666666666666667,0.166666666666667,CF191_TRINITY_DN105870_c0_g1_i2
140,fir85_10088,5,1428,0,BCF,0.4,0.2,0.4,BalsamFir16907
141,fir85_1009,9,2007.66666666667,2135863.75,BCF,0.444444444444444,0.333333333333333,0.222222222222222,BalsamFir1960
142,fir85_10091,10,1116.6,182291.6,BCF,0.3,0.4,0.3,BalsamFir20288
143,fir85_10092,6,1274.5,56701.5,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir23037
144,fir85_100922,2,375,0,CF,0.5,0.5,0,CF197_TRINITY_DN150293_c0_g1_i1
145,fir85_10093,16,705,144574.8,BCF,0.1875,0.5625,0.25,BalsamFir27059
146,fir85_100932,6,363,626.4,BCF,0.333333333333333,0.333333333333333,0.333333333333333,FraserFir100923
147,fir85_100936,3,341,867,BF,0.666666666666667,0,0.333333333333333,FraserFir101618
148,fir85_10094,15,987.6,163293.6857142857,BCF,0.266666666666667,0.6,0.133333333333333,BalsamFir8716
149,fir85_100942,2,345,1800,BF,0.5,0,0.5,FraserFir106257
150,fir85_100946,4,325.5,1089.0,BF,0.75,0,0.25,FraserFir108944
151,fir85_100947,2,364.5,220.5,BF,0.5,0,0.5,FraserFir109066
152,fir85_10095,15,1076.4,206617.11428571428,BCF,0.4,0.333333333333333,0.266666666666667,BalsamFir8742
153,fir85_100953,3,360,171,CF,0.333333333333333,0.666666666666667,0,FraserFir113135
154,fir85_100954,3,362,309,BF,0.666666666666667,0,0.333333333333333,FraserFir113434
155,fir85_100955,5,352.2,169.2,BF,0.8,0,0.2,FraserFir114648
156,fir85_100959,3,358,597,CF,0.666666666666667,0.333333333333333,0,FraserFir115535
157,fir85_10096,7,1313.14285714286,40352.142857142855,BCF,0.571428571428571,0.142857142857143,0.285714285714286,BalsamFir8993
158,fir85_100967,3,348,549,CF,0.666666666666667,0.333333333333333,0,FraserFir117709
159,fir85_10097,5,1428,0,BCF,0.4,0.4,0.2,BalsamFir919
160,fir85_100974,5,322.8,943.1999999999999,CF,0.8,0.2,0,FraserFir120433
161,fir85_100976,6,330.5,1211.1,BCF,0.5,0.166666666666667,0.333333333333333,FraserFir122120
162,fir85_10098,18,1283.16666666667,60878.970588235294,BCF,0.333333333333333,0.555555555555556,0.111111111111111,CF143_TRINITY_DN129912_c0_g1_i3
163,fir85_10099,6,1335.5,22357.5,BCF,0.333333333333333,0.333333333333333,0.333333333333333,CF151_TRINITY_DN102593_c0_g1_i1
164,fir85_101,22,3362.31818181818,5027450.512987013,BCF,0.454545454545455,0.409090909090909,0.136363636363636,BalsamFir65
165,fir85_1010,16,1494,1056403.2,BCF,0.125,0.625,0.25,BalsamFir2338
166,fir85_101011,4,333,1302,BCF,0.25,0.5,0.25,FraserFir133484
167,fir85_10102,23,1117.5652173913,65139.438735177864,BCF,0.478260869565217,0.347826086956522,0.173913043478261,CF190_TRINITY_DN120170_c5_g2_i3
168,fir85_10103,8,671.25,125469.64285714286,CF,0.25,0.75,0,CF196_TRINITY_DN129309_c7_g3_i2
169,fir85_101042,6,336.5,689.1,BCF,0.166666666666667,0.666666666666667,0.166666666666667,FraserFir141849
170,fir85_101049,2,370.5,40.5,BF,0.5,0,0.5,FraserFir144646
171,fir85_10105,7,813.428571428571,136450.2857142857,BCF,0.285714285714286,0.285714285714286,0.428571428571429,FraserFir17868
172,fir85_10106,8,1223.625,52977.69642857143,BCF,0.375,0.25,0.375,FraserFir18087
173,fir85_10107,7,941.142857142857,97949.14285714286,BCF,0.428571428571429,0.285714285714286,0.285714285714286,FraserFir21596
174,fir85_10108,20,589.5,114487.1052631579,BCF,0.4,0.4,0.2,FraserFir24372
175,fir85_10111,6,824,232090.8,CF,0.333333333333333,0.666666666666667,0,FraserFir39914
176,fir85_10112,4,801.75,174800.25,BCF,0.25,0.5,0.25,FraserFir40929
177,fir85_101122,2,349.5,1300.5,CF,0.5,0.5,0,FraserFir157332
178,fir85_10114,7,907.714285714286,232730.57142857142,BCF,0.714285714285714,0.142857142857143,0.142857142857143,FraserFir44025
179,fir85_10117,15,678.8,108013.45714285714,BCF,0.4,0.266666666666667,0.333333333333333,FraserFir46422
180,fir85_10118,3,766,330447,CF,0.666666666666667,0.333333333333333,0,FraserFir48890
181,fir85_101191,4,364.5,51.0,BCF,0.25,0.25,0.5,FraserFir166507
182,fir85_1012,43,1036.11627906977,908493.0099667775,BCF,0.441860465116279,0.418604651162791,0.13953488372093,FraserFir4324
183,fir85_101201,2,346.5,1624.5,BF,0.5,0,0.5,FraserFir167867
184,fir85_10121,8,872.25,190413.64285714287,BCF,0.5,0.25,0.25,FraserFir51844
185,fir85_10122,4,755.25,253448.25,BF,0.75,0,0.25,FraserFir53872
186,fir85_101243,3,349,1083,BF,0.666666666666667,0,0.333333333333333,FraserFir172318
187,fir85_101246,2,358.5,544.5,CF,0.5,0.5,0,FraserFir172463
188,fir85_10125,8,731.25,129740.78571428571,BCF,0.5,0.25,0.25,FraserFir56704
189,fir85_10127,4,835.5,259833.0,CF,0.75,0.25,0,FraserFir59402
190,fir85_10128,6,1406.5,505.5,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir10566
191,fir85_10129,7,1297.71428571429,113411.57142857143,BCF,0.285714285714286,0.285714285714286,0.428571428571429,BalsamFir10830
192,fir85_1013,6,3041,197106,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir1375
193,fir85_10130,11,1300.90909090909,108036.4909090909,BCF,0.545454545454545,0.272727272727273,0.181818181818182,BalsamFir11055
194,fir85_10131,9,1143.33333333333,163024.75,BCF,0.222222222222222,0.555555555555556,0.222222222222222,BalsamFir11468
195,fir85_101315,3,338,1029,CF,0.333333333333333,0.666666666666667,0,FraserFir175205
196,fir85_10132,9,1255.66666666667,117130.75,BCF,0.222222222222222,0.444444444444444,0.333333333333333,BalsamFir11634
197,fir85_10133,7,1290.42857142857,115894.28571428571,BCF,0.285714285714286,0.285714285714286,0.428571428571429,BalsamFir12371
198,fir85_101333,2,367.5,112.5,BF,0.5,0,0.5,FraserFir175283
199,fir85_10134,17,1167.35294117647,77369.49264705883,BCF,0.294117647058824,0.529411764705882,0.176470588235294,BalsamFir12968
200,fir85_10135,18,947.333333333333,218385.0588235294,BCF,0.277777777777778,0.5,0.222222222222222,BalsamFir13519
201,fir85_101351,2,358.5,544.5,CF,0.5,0.5,0,FraserFir175346
202,fir85_101359,6,355.5,297.9,BCF,0.5,0.333333333333333,0.166666666666667,FraserFir175386
203,fir85_10137,13,727.615384615385,112458.92307692308,BCF,0.307692307692308,0.615384615384615,0.0769230769230769,BalsamFir16382
204,fir85_10138,30,1315,24318.827586206895,BCF,0.5,0.333333333333333,0.166666666666667,BalsamFir16536
205,fir85_10139,13,1282.84615384615,83330.3076923077,BCF,0.230769230769231,0.615384615384615,0.153846153846154,BalsamFir16996
206,fir85_1014,15,815.8,578822.7428571428,BCF,0.266666666666667,0.333333333333333,0.4,BalsamFir1937
207,fir85_10140,5,1425,0,BCF,0.4,0.2,0.4,BalsamFir17035
208,fir85_10141,14,732,179620.61538461538,BCF,0.142857142857143,0.714285714285714,0.142857142857143,BalsamFir17449
209,fir85_10142,15,1088,104530.71428571429,BCF,0.6,0.266666666666667,0.133333333333333,BalsamFir17938
210,fir85_101432,2,370.5,40.5,BF,0.5,0,0.5,FraserFir175623
211,fir85_101436,2,373.5,4.5,CF,0.5,0.5,0,FraserFir175629
212,fir85_10146,7,1161.85714285714,201989.14285714287,BCF,0.428571428571429,0.285714285714286,0.285714285714286,BalsamFir5511
213,fir85_101467,3,369,27,BCF,0.333333333333333,0.333333333333333,0.333333333333333,FraserFir175704
214,fir85_10147,11,1269.54545454545,117584.67272727273,BCF,0.363636363636364,0.363636363636364,0.272727272727273,BalsamFir6564
215,fir85_101474,2,342,2178,CF,0.5,0.5,0,FraserFir175726
216,fir85_10148,18,1093,150906.70588235295,BCF,0.388888888888889,0.5,0.111111111111111,BalsamFir7850
217,fir85_10149,7,1425,0,BCF,0.571428571428571,0.142857142857143,0.285714285714286,BalsamFir8701
218,fir85_101495,5,342.6,892.8000000000001,CF,0.6,0.4,0,FraserFir175776
219,fir85_101498,2,361.5,364.5,CF,0.5,0.5,0,FraserFir175783
220,fir85_1015,17,919.058823529412,687290.5588235294,BCF,0.352941176470588,0.411764705882353,0.235294117647059,FraserFir5851
221,fir85_10150,7,682.714285714286,160586.57142857142,BCF,0.142857142857143,0.285714285714286,0.571428571428571,CF151_TRINITY_DN84530_c0_g1_i2
222,fir85_10151,11,1086,128298.6,BCF,0.272727272727273,0.545454545454545,0.181818181818182,CF153_TRINITY_DN110710_c1_g1_i1
223,fir85_101515,2,369,72,BF,0.5,0,0.5,FraserFir175825
224,fir85_10154,27,1054.77777777778,89253.8717948718,BCF,0.296296296296296,0.481481481481481,0.222222222222222,CF169_TRINITY_DN72352_c1_g1_i2
225,fir85_10155,17,998.294117647059,261225.5955882353,BCF,0.411764705882353,0.411764705882353,0.176470588235294,CF169_TRINITY_DN74661_c0_g1_i5
226,fir85_101567,3,340,975,CF,0.666666666666667,0.333333333333333,0,FraserFir175932
227,fir85_10157,10,1027.5,157380.5,BCF,0.5,0.3,0.2,FraserFir20914
228,fir85_10158,9,1229.33333333333,66280.0,BCF,0.222222222222222,0.444444444444444,0.333333333333333,FraserFir22197
229,fir85_1016,16,1673.0625,1009640.0625,BCF,0.3125,0.4375,0.25,FraserFir6405
230,fir85_101606,3,349,1407,CF,0.666666666666667,0.333333333333333,0,FraserFir176068
231,fir85_10161,10,1242.6,40737.6,BCF,0.5,0.3,0.2,FraserFir32845
232,fir85_101611,4,335.25,1430.25,CF,0.5,0.5,0,FraserFir176083
233,fir85_101617,2,358.5,544.5,CF,0.5,0.5,0,FraserFir176108
234,fir85_10164,10,1122.6,183053.6,BCF,0.4,0.4,0.2,FraserFir37901
235,fir85_101644,2,348,1458,CF,0.5,0.5,0,FraserFir176214
236,fir85_101668,7,331.285714285714,380.57142857142856,BCF,0.285714285714286,0.428571428571429,0.285714285714286,FraserFir176272
237,fir85_10167,8,900,190468.2857142857,CF,0.5,0.5,0,FraserFir41695
238,fir85_1017,13,2423.07692307692,1253996.0769230768,BCF,0.307692307692308,0.384615384615385,0.307692307692308,BalsamFir1787
239,fir85_10170,10,673.8,205704.4,BCF,0.4,0.5,0.1,FraserFir47234
240,fir85_10172,19,625.421052631579,116940.36842105263,BCF,0.473684210526316,0.368421052631579,0.157894736842105,FraserFir54941
241,fir85_101726,3,352,1587,CF,0.666666666666667,0.333333333333333,0,FraserFir31558
242,fir85_101729,2,340.5,2380.5,BF,0.5,0,0.5,FraserFir39092
243,fir85_101731,5,337.2,790.2,BCF,0.4,0.2,0.4,FraserFir59913
244,fir85_101732,6,347.5,534.3,BCF,0.5,0.333333333333333,0.166666666666667,FraserFir62949
245,fir85_101738,2,364.5,220.5,CF,0.5,0.5,0,FraserFir73708
246,fir85_101745,2,343.5,1984.5,CF,0.5,0.5,0,FraserFir81172
247,fir85_101750,6,357.5,73.5,BF,0.666666666666667,0,0.333333333333333,FraserFir88582
248,fir85_101754,3,348,603,BCF,0.333333333333333,0.333333333333333,0.333333333333333,FraserFir90960
249,fir85_101759,3,367,129,BF,0.666666666666667,0,0.333333333333333,FraserFir96927
250,fir85_10176,2,877.5,599512.5,CF,0.5,0.5,0,FraserFir56613
251,fir85_101763,5,335.4,951.3000000000001,BF,0.8,0,0.2,FraserFir98182
252,fir85_101764,3,360,549,BCF,0.333333333333333,0.333333333333333,0.333333333333333,FraserFir99965
253,fir85_101765,3,338,948,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir16220
254,fir85_101766,45,358.533333333333,343.07272727272726,BCF,0.266666666666667,0.488888888888889,0.244444444444444,BalsamFir19125
255,fir85_101767,8,372,0,BCF,0.5,0.25,0.25,BalsamFir20204
256,fir85_101768,8,327,1388.5714285714287,BCF,0.625,0.125,0.25,BalsamFir20560
257,fir85_101769,5,372,0,BCF,0.4,0.2,0.4,BalsamFir26239
258,fir85_10177,25,556.92,97108.41,BCF,0.44,0.52,0.04,FraserFir58251
259,fir85_101773,4,372,0,BCF,0.25,0.25,0.5,BalsamFir31011
260,fir85_101774,6,372,0,BCF,0.333333333333333,0.333333333333333,0.333333333333333,BalsamFir31143
261,fir85_101775,10,357.6,921.5999999999999,BCF,0.4,0.3,0.3,BalsamFir31384
262,fir85_101777,8,357.375,407.4107142857143,BCF,0.5,0.25,0.25,BalsamFir32092
263,fir85_101778,7,332.571428571429,1360.2857142857142,BCF,0.571428571428571,0.142857142857143,0.285714285714286,BalsamFir33660
264,fir85_101779,7,372,0,BCF,0.428571428571429,0.285714285714286,0.285714285714286,BalsamFir35638
265,fir85_10178,13,510,97273.5,BCF,0.153846153846154,0.615384615384615,0.230769230769231,FraserFir5941
266,fir85_101781,7,372,0,BCF,0.428571428571429,0.142857142857143,0.428571428571429,BalsamFir36265
267,fir85_101782,2,372,0,BF,0.5,0,0.5,BalsamFir36791
